timestamp,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
5.04,0,0,0,0,0,0,0,0,0,0,0,0.237,0.047,-0.103,2.03,1.33,0.01,0.29,0,2.36,0,0,1.54,0.48,0.37,1.08,0,0.1,0,0.52,1.52
5.08,0,0,0,0,0,0,0,0,0,0,0,0.249,0.051,-0.099,2.13,1.49,0.05,0.29,0,2.5,0,0,1.54,0.61,0.5,1.3,0,0.01,0,0.43,1.66
5.12,0,0,0,0,0,0,0,0,0,0,0,0.24,0.053,-0.089,1.92,1.37,0.08,0.08,0,2.7,0,0,1.49,0.54,0.4,1.44,0,0.01,0,0.47,0.93
5.16,0,0,0,0,0,0,0,0,0,0,0,0.235,0.064,-0.082,1.86,1.3,0.11,0,0,2.6,0,0,1.45,0.44,0.42,1.62,0,0.01,0,0.31,0.28
5.2,0,0,0,0,0,0,0,0,0,0,0,0.239,0.058,-0.078,1.9,1.31,0.07,0.03,0,2.3,0,0,1.42,0.38,0.37,1.5,0,0.04,0,0.31,0.18
5.24,0,0,0,0,0,0,0,0,0,0,0,0.222,0.067,-0.07,1.95,1.48,0.04,0.03,0,2.17,0,0,1.38,0.62,0.44,1.17,0,0.04,0,0.21,0.19
5.28,0,0,0,0,0,0,0,0,0,0,0,0.228,0.079,-0.063,1.96,1.61,0,0.03,0,2.02,0,0,1.34,1.04,0.32,0.75,0,0.04,0,0.34,0.23
5.32,0,0,0,0,0,0,0,0,0,0,0,0.221,0.087,-0.056,1.88,1.73,0,0,0,2.01,0,0,1.33,1.52,0.23,0.31,0,0,0,0.5,0.34
5.36,0,0,0,0,0,0,0,0,0,0,0,0.206,0.082,-0.05,1.93,1.77,0,0,0,1.88,0,0,1.33,1.56,0.16,0.1,0,0,0,0.77,0.47
5.4,0,0,0,0,0,0,0,0,0,0,0,0.193,0.087,-0.042,2,1.87,0,0,0,1.85,0,0,1.34,1.42,0.11,0,0,0,0,0.95,0.45
5.44,0,0,0,0,0,0,0,0,0,0,0,0.205,0.081,-0.038,2.09,1.96,0,0,0,1.75,0,0,1.39,1.26,0.09,0,0,0,0,1.2,0.39
5.48,0,0,0,0,0,0,0,0,0,0,0,0.176,0.075,-0.031,2.1,1.9,0,0,0.03,1.71,0,0,1.47,1.24,0.08,0,0,0,0.27,1.38,0.3
5.52,0,0,0,0,0,0,0,0,0,0,0,0.149,0.082,-0.017,2.09,1.83,0,0,0.07,1.66,0,0,1.53,1.28,0.08,0,0,0,0.66,1.65,0.42
