Sequence,Cluster,Dimension,Turn,Value,nBeforeCluster,nAllSegments,Support,Confidence,Lift,Conviction
HeadAt-HeadDownN-HeadAt-null,2,Frd,Spk,0.22555999999999998,10,28,0.041666666666666664,0.35714285714285715,1.3186813186813189,1.1342592592592595
HeadAt-EyebrowUpN-HeadAt-null,2,Frd,Spk,0.22555999999999998,7,22,0.029166666666666667,0.3181818181818182,1.1748251748251748,1.0694444444444444
HeadDownN-HeadDownN-HeadAt-null,2,Frd,Spk,0.22555999999999998,7,19,0.029166666666666667,0.3684210526315789,1.360323886639676,1.154513888888889
HeadDownN-EyebrowUpN-HeadDownN-null,2,Frd,Spk,0.22555999999999998,7,17,0.029166666666666667,0.4117647058823529,1.5203619909502262,1.2395833333333335
HeadAt-null,3,Frd,Spk,-0.34608333333333335,12,116,0.05,0.10344827586206896,0.6896551724137931,0.948076923076923
HeadDownN-null,3,Frd,Spk,-0.34608333333333335,12,90,0.05,0.13333333333333333,0.888888888888889,0.9807692307692307
HeadDownH-null,3,Frd,Spk,-0.34608333333333335,4,20,0.016666666666666666,0.2,1.3333333333333335,1.0625
HeadDownL-null,3,Frd,Spk,-0.34608333333333335,13,89,0.05416666666666667,0.14606741573033707,0.9737827715355806,0.9953947368421052
HeadUpL-null,3,Frd,Spk,-0.34608333333333335,8,52,0.03333333333333333,0.15384615384615385,1.0256410256410258,1.0045454545454546
HeadSideL-null,3,Frd,Spk,-0.34608333333333335,3,31,0.0125,0.0967741935483871,0.6451612903225806,0.9410714285714286
HeadSideN-null,3,Frd,Spk,-0.34608333333333335,5,36,0.020833333333333332,0.1388888888888889,0.925925925925926,0.9870967741935484
HeadNodLY-null,3,Frd,Spk,-0.34608333333333335,4,32,0.016666666666666666,0.125,0.8333333333333334,0.9714285714285714
HeadNodLN-null,3,Frd,Spk,-0.34608333333333335,3,44,0.0125,0.06818181818181818,0.45454545454545453,0.9121951219512194
BodyStraight-null,3,Frd,Spk,-0.34608333333333335,8,35,0.03333333333333333,0.22857142857142856,1.5238095238095237,1.1018518518518519
BodyLeanN-null,3,Frd,Spk,-0.34608333333333335,5,22,0.020833333333333332,0.22727272727272727,1.5151515151515151,1.1
EyebrowUpN-null,3,Frd,Spk,-0.34608333333333335,13,88,0.05416666666666667,0.14772727272727273,0.984848484848485,0.9973333333333333
EyebrowUpL-null,3,Frd,Spk,-0.34608333333333335,4,30,0.016666666666666666,0.13333333333333333,0.888888888888889,0.9807692307692307
SmileN-null,3,Frd,Spk,-0.34608333333333335,3,29,0.0125,0.10344827586206896,0.6896551724137931,0.948076923076923
GestObjectManipulation-null,3,Frd,Spk,-0.34608333333333335,8,41,0.03333333333333333,0.1951219512195122,1.3008130081300815,1.056060606060606
GestAdaptorArms-null,3,Frd,Spk,-0.34608333333333335,5,52,0.020833333333333332,0.09615384615384616,0.6410256410256411,0.9404255319148935
RestArmsCrossed-null,3,Frd,Spk,-0.34608333333333335,7,45,0.029166666666666667,0.15555555555555556,1.0370370370370372,1.006578947368421
RestHandsTogether-null,3,Frd,Spk,-0.34608333333333335,8,62,0.03333333333333333,0.12903225806451613,0.8602150537634409,0.9759259259259259
RestOver-null,3,Frd,Spk,-0.34608333333333335,6,37,0.025,0.16216216216216217,1.0810810810810811,1.014516129032258
HeadAt-HeadAt-null,3,Frd,Spk,-0.34608333333333335,5,49,0.020833333333333332,0.10204081632653061,0.6802721088435375,0.946590909090909
HeadAt-HeadDownN-null,3,Frd,Spk,-0.34608333333333335,5,39,0.020833333333333332,0.1282051282051282,0.8547008547008547,0.975
HeadDownN-HeadAt-null,3,Frd,Spk,-0.34608333333333335,4,53,0.016666666666666666,0.07547169811320754,0.5031446540880503,0.9193877551020407
HeadDownL-HeadAt-null,3,Frd,Spk,-0.34608333333333335,6,49,0.025,0.12244897959183673,0.8163265306122449,0.9686046511627907
HeadAt-HeadSideN-null,3,Frd,Spk,-0.34608333333333335,4,21,0.016666666666666666,0.19047619047619047,1.2698412698412698,1.05
HeadAt-EyebrowUpN-null,3,Frd,Spk,-0.34608333333333335,4,36,0.016666666666666666,0.1111111111111111,0.7407407407407407,0.95625
EyebrowUpN-HeadAt-null,3,Frd,Spk,-0.34608333333333335,7,48,0.029166666666666667,0.14583333333333334,0.9722222222222223,0.9951219512195122
HeadAt-RestHandsTogether-null,3,Frd,Spk,-0.34608333333333335,5,30,0.020833333333333332,0.16666666666666666,1.1111111111111112,1.02
EyebrowUpN-HeadDownN-null,3,Frd,Spk,-0.34608333333333335,4,30,0.016666666666666666,0.13333333333333333,0.888888888888889,0.9807692307692307
HeadDownN-GestAdaptorArms-null,3,Frd,Spk,-0.34608333333333335,4,25,0.016666666666666666,0.16,1.0666666666666667,1.0119047619047619
HeadDownL-HeadUpL-null,3,Frd,Spk,-0.34608333333333335,5,21,0.020833333333333332,0.23809523809523808,1.5873015873015872,1.115625
HeadUpL-HeadDownL-null,3,Frd,Spk,-0.34608333333333335,5,17,0.020833333333333332,0.29411764705882354,1.9607843137254903,1.2041666666666668
HeadDownL-BodyStraight-null,3,Frd,Spk,-0.34608333333333335,4,14,0.016666666666666666,0.2857142857142857,1.9047619047619047,1.19
BodyStraight-HeadDownL-null,3,Frd,Spk,-0.34608333333333335,4,10,0.016666666666666666,0.4,2.666666666666667,1.4166666666666667
HeadDownL-BodyLeanN-null,3,Frd,Spk,-0.34608333333333335,4,11,0.016666666666666666,0.36363636363636365,2.4242424242424243,1.3357142857142856
HeadDownL-EyebrowUpN-null,3,Frd,Spk,-0.34608333333333335,6,28,0.025,0.21428571428571427,1.4285714285714286,1.0818181818181818
EyebrowUpN-HeadDownL-null,3,Frd,Spk,-0.34608333333333335,5,29,0.020833333333333332,0.1724137931034483,1.149425287356322,1.0270833333333333
HeadUpL-HeadUpL-null,3,Frd,Spk,-0.34608333333333335,5,18,0.020833333333333332,0.2777777777777778,1.851851851851852,1.176923076923077
EyebrowUpN-HeadNodLY-null,3,Frd,Spk,-0.34608333333333335,4,17,0.016666666666666666,0.23529411764705882,1.5686274509803921,1.1115384615384616
BodyStraight-BodyLeanN-null,3,Frd,Spk,-0.34608333333333335,4,11,0.016666666666666666,0.36363636363636365,2.4242424242424243,1.3357142857142856
EyebrowUpN-BodyStraight-null,3,Frd,Spk,-0.34608333333333335,5,15,0.020833333333333332,0.3333333333333333,2.2222222222222223,1.275
EyebrowUpN-EyebrowUpN-null,3,Frd,Spk,-0.34608333333333335,5,31,0.020833333333333332,0.16129032258064516,1.075268817204301,1.0134615384615384
RestArmsCrossed-EyebrowUpN-null,3,Frd,Spk,-0.34608333333333335,4,23,0.016666666666666666,0.17391304347826086,1.1594202898550725,1.0289473684210526
HeadAt-HeadAt-HeadAt-null,3,Frd,Spk,-0.34608333333333335,4,25,0.016666666666666666,0.16,1.0666666666666667,1.0119047619047619
HeadAt-EyebrowUpN-HeadAt-null,3,Frd,Spk,-0.34608333333333335,4,22,0.016666666666666666,0.18181818181818182,1.2121212121212122,1.038888888888889
HeadUpL-HeadDownL-HeadUpL-null,3,Frd,Spk,-0.34608333333333335,4,12,0.016666666666666666,0.3333333333333333,2.2222222222222223,1.275
HeadDownL-EyebrowUpN-HeadAt-null,3,Frd,Spk,-0.34608333333333335,4,17,0.016666666666666666,0.23529411764705882,1.5686274509803921,1.1115384615384616
EyebrowUpN-HeadDownL-HeadAt-null,3,Frd,Spk,-0.34608333333333335,4,20,0.016666666666666666,0.2,1.3333333333333335,1.0625
HeadAt-HeadAt-HeadAt-HeadAt-null,3,Frd,Spk,-0.34608333333333335,4,17,0.016666666666666666,0.23529411764705882,1.5686274509803921,1.1115384615384616
