% 1. Title: Touch Sequences Database
   %
   % 2. Sources:
   %      (a) Creators: F. Boucaud, M. Grimaldi
   %      (b) Donor:
   %      (c) Date: July, 2022
   %
   @RELATION touchsequences
   @ATTRIBUTE totalduration  NUMERIC
   @ATTRIBUTE initialimpactvelocity   NUMERIC
   @ATTRIBUTE meanforce  NUMERIC
   @ATTRIBUTE meanvelocity   NUMERIC
   @ATTRIBUTE tactilecells   string
   @ATTRIBUTE handparts   string
   @ATTRIBUTE class        {Hit,Caress,Tap,Maintained}
   @DATA
0.04149055, 7.801424, 0, 0,'RightArm,Spine1,Spine,Spine1,Spine3,RightForeArm,RightHand','R_ring_c,R_ring_b,R_index_c,R_middle_end,R_pinky_b,R_pinky_c,R_ring_end,R_index_end,R_middle_b,R_pinky_end,R_middle_c',Tap
0.005365372, 7.713606, 0.7923176, 9.197863,'RightArm,Spine1,RightAr,Spine1,Spine4,Spine3,RightForeArm,RightHand','L_index_c,L_index_b,L_index_a,L_middle_c,L_middle_b,L_index_meta,L_middle_a,L_Wrist,L_pinky_end,L_thumb_a,L_middle_end,L_thumb_b,L_ring_b,L_ring_c,L_Palm,L_ring_a,L_pinky_c,L_pinky_a,L_pinky_b,L_index_end,L_pinky_meta,L_ring_end,L_thumb_meta,L_ring_meta,L_ring_end,L_middle_meta',Tap
5.800064, 1.201396, 0, 0,'RightArm,Spine1,Spine4,HeadCollider,Spine,Spine4,Spine3','L_index_c,L_index_b,L_pinky_c,L_index_a,L_middle_c,L_middle_b,L_pinky_b,L_index_end,L_pinky_end,L_pinky_end,L_ring_end,L_middle_end,L_ring_b,L_ring_c',Tap
1.438065, 6.176306, 0, 0,'RightArm,Spine1,LeftArm,HeadCollider,Spine,LeftForeArm,Spine4,Spine3,RightForeArm,RightForeArm','R_pinky_a,R_pinky_b,R_pinky_c,R_middle_a,R_middle_b,R_ring_meta,R_middle_c,R_pinky_end,R_pinky_meta,R_middle_c,R_index_c,R_index_meta,R_middle_meta,R_index_b,R_index_a,R_thumb_end,R_ring_a,R_ring_c,R_ring_b,R_Wrist,R_Palm,R_middle_end,R_ring_end,R_index_end,R_thumb_b,R_thumb_a',Tap
0.6131337, 0, 0.8451939, 9.390826,'RightArm,Spine1,Spine3,Spine,Spine4,Spine3,RightForeArm,RightHand','L_pinky_c,L_middle_c,L_middle_b,L_pinky_a,L_middle_a,L_pinky_b,L_Wrist,L_pinky_meta,L_pinky_end,L_ring_meta,L_ring_end,L_middle_end,L_middle_end,L_ring_b,L_ring_c,L_Palm,L_ring_a',Maintained
0.01065993, 14.36511, 0, 0,'RightArm,Spine1,LeftArm,HeadCollider,Spine,LeftForeArm,Spine1,Spine4,Spine3,RightForeArm','R_ring_c,R_ring_b,R_pinky_b,R_pinky_c,R_middle_a,R_middle_b,R_pinky_end,R_middle_c,R_index_c,R_index_b,R_middle_end,R_pinky_c,R_ring_end,R_index_a,R_index_end,R_thumb_b,R_thumb_end,R_ring_a',Maintained
0.0005779266, 2.064835, 0, 0,'RightArm,Spine1,Spine3,Spine,Spine3','R_ring_c,R_middle_c,R_middle_end,R_ring_end,R_pinky_end',Maintained
10.24091, 1.680621, 0.8733696, 0,'RightArm,Spine1,Spine3,HeadCollider,Spine,Spine4,Spine3,RightForeArm','L_index_c,L_index_b,L_index_a,L_pinky_c,L_middle_c,L_middle_b,L_pinky_a,L_middle_a,L_pinky_b,L_index_end,L_Wrist,L_pinky_meta,L_ring_c,L_pinky_end,L_ring_meta,L_ring_end,L_thumb_a,L_middle_end,L_thumb_b,L_ring_b,L_thumb_end,L_ring_c,L_Palm,L_ring_a',Maintained
1.164449, 0, 0.9552432, 11.78618,'RightArm,Spine1,LeftArm,Spine3,HeadCollider,Spine,LeftForeArm,LeftHand,Spine4,RightForeArm,Spine3,RightHand','L_index_c,L_index_b,L_index_a,L_middle_c,L_middle_b,L_index_meta,L_middle_a,L_Wrist,L_pinky_end,L_thumb_a,L_middle_end,L_middle_end,L_thumb_b,L_ring_b,L_ring_c,L_Palm,L_ring_a,L_pinky_c,L_pinky_a,L_pinky_b,L_index_end,L_pinky_meta,L_thumb_meta,L_ring_meta,L_ring_end,L_middle_meta,L_thumb_end',Caress
0.050282, 18.03631, 0, 0,'RightArm,Spine1,LeftArm,HeadCollider,Spine,LeftForeArm,LeftHand,Spine1,Spine4,Spine3,RightForeArm,RightHand','R_ring_c,R_ring_b,R_pinky_a,R_pinky_b,R_pinky_c,R_middle_a,R_middle_b,R_ring_meta,R_pinky_end,R_middle_c,R_index_c,R_middle_meta,R_index_b,R_middle_end,R_pinky_end,R_ring_end,R_index_a,R_index_end,R_thumb_end,R_thumb_b,R_thumb_a,R_ring_a',Caress
15.59974, 4.235799, 0, 0,'RightArm,LeftArm,Spine1,HeadCollider,Spine,LeftForeArm,LeftHand,Spine1,Spine4,Spine3,RightForeArm,RightHand','R_pinky_a,R_pinky_b,R_pinky_c,R_middle_a,R_middle_b,R_ring_meta,R_middle_c,R_pinky_end,R_pinky_meta,R_index_c,R_middle_meta,R_index_meta,R_index_b,R_index_a,R_thumb_end,R_ring_a,R_ring_c,R_ring_b,R_Wrist,R_thumb_meta,R_Palm,R_middle_end,R_middle_end,R_ring_end,R_index_end,R_thumb_b,R_thumb_a',Caress
0.0003376007, 6.265722, 0, 0,'Spine1,Spine3,Spine,Spine3','R_ring_c,R_middle_end,R_ring_end',Caress
0.04813194, 14.52812, 0, 0,'RightArm,Spine1,Spine3,HeadCollider,Spine,Spine4,Spine3,RightForeArm,RightHand','L_index_c,L_index_b,L_pinky_c,L_index_a,L_middle_c,L_middle_b,L_pinky_a,L_middle_a,L_pinky_b,L_index_end,L_pinky_meta,L_pinky_end,L_ring_end,L_middle_end,L_middle_end,L_thumb_b,L_ring_b,L_ring_c,L_thumb_end,L_ring_a',Hit
0.05171776, 14.03102, 0, 0,'RightArm,Spine1,LeftArm,Spine3,HeadCollider,Spine,LeftForeArm,LeftHand,Spine4,Spine3,RightForeArm,RightHand','R_ring_c,R_ring_b,R_pinky_a,R_pinky_b,R_pinky_c,R_middle_a,R_middle_b,R_pinky_end,R_middle_c,R_ring_b,R_index_c,R_index_b,R_middle_end,R_ring_end,R_index_a,R_index_end,R_thumb_end,R_thumb_b,R_thumb_a,R_ring_a',Hit
1.239889, 1.593032, 0, 0,'LeftArm,Spine3,Spine,Spine3','R_ring_c,R_ring_b,R_pinky_a,R_pinky_b,R_pinky_c,R_thumb_end,R_middle_a,R_middle_b,R_middle_c,R_pinky_end,R_index_c,R_index_b,R_middle_end,R_ring_end,R_index_a,R_thumb_b,R_index_end,R_thumb_end,R_ring_a',Hit
1.968981, 2.625614, 0.5745406, 6.66138,'RightArm,Spine1,LeftArm,HeadCollider,Spine,Spine4,Spine3,RightForeArm,RightArm','L_index_c,L_index_b,L_index_a,L_middle_c,L_index_meta,L_middle_b,L_middle_a,L_Wrist,L_pinky_end,L_thumb_a,L_middle_end,L_thumb_b,L_ring_b,L_Palm,L_ring_c,L_ring_a,L_pinky_c,L_pinky_a,L_pinky_b,L_index_end,L_pinky_meta,L_thumb_meta,L_ring_meta,L_Palm,L_ring_end,L_middle_meta,L_thumb_end',Hit
0.8397846, 3.322039, 0, 0,'RightArm,Spine1,LeftArm,Spine3,HeadCollider,Spine,Spine4,Spine3','R_ring_c,R_ring_b,R_index_end,R_pinky_a,R_pinky_b,R_pinky_c,R_middle_b,R_pinky_end,R_middle_c,R_index_c,R_index_b,R_middle_end,R_ring_end,R_index_a,R_thumb_end,R_thumb_b,R_index_end,R_ring_a',Hit
0.01262736, 14.42504, 0, 0,'RightArm,Spine1,LeftArm,HeadCollider,Spine,HeadCollider,Spine4,Spine3','R_ring_c,R_ring_b,R_pinky_c,R_middle_a,R_middle_b,R_middle_c,R_pinky_end,R_index_c,R_ring_c,R_index_b,R_middle_end,R_ring_end,R_index_a,R_index_end,R_thumb_end,R_thumb_b',Maintained
9.093704, 0, 0.9843566, 10.93684,'RightArm,Spine1,Spine3,HeadCollider,Spine,Spine4,Spine3,RightForeArm','L_index_c,L_index_b,L_index_a,L_middle_c,L_middle_b,L_index_meta,L_middle_a,L_Wrist,L_pinky_end,L_middle_end,L_middle_end,L_ring_b,L_ring_c,L_Palm,L_ring_a,L_pinky_c,L_pinky_a,L_pinky_b,L_index_end,L_pinky_meta,L_thumb_meta,L_ring_meta,L_ring_end,L_middle_meta,L_thumb_end',Maintained
4.002862, 2.441484, 0, 0,'LeftArm,LeftAr,Spine4,Spine3,LeftArm','R_ring_c,R_ring_b,R_Wrist,R_index_end,R_thumb_meta,R_pinky_a,R_pinky_b,R_pinky_c,R_Palm,R_middle_b,R_middle_c,R_pinky_end,R_index_c,R_index_b,R_middle_end,R_index_a,R_ring_end,R_index_end,R_thumb_end,R_thumb_b,R_thumb_a,R_ring_a',Maintained
0.00025177, 8.36219, 0, 0,'HeadCollide,HeadCollider,HeadCollider','R_middle_c,R_index_c,R_middle_end,R_index_end',Maintained
7.441685, 7.05487, 0, 0,'RightArm,Spine1,HeadCollider,Spine,Spine1,Spine3','L_index_c,L_pinky_c,L_middle_c,L_middle_b,L_ring_end,L_index_end,L_middle_end,L_ring_end,L_pinky_end,L_ring_b,L_ring_c',Maintained
0.05251789, 15.60465, 0, 0,'RightArm,Spine1,LeftArm,Spine3,HeadCollider,Spine,LeftHand,LeftForeArm,Spine4,Spine3,RightForeArm,RightHand','R_pinky_a,R_pinky_b,R_pinky_c,R_middle_a,R_middle_b,R_ring_meta,R_pinky_end,R_middle_c,R_pinky_meta,R_index_c,R_index_meta,R_middle_meta,R_index_b,R_index_a,R_thumb_end,R_ring_a,R_ring_c,R_ring_b,R_Wrist,R_thumb_meta,R_Palm,R_ring_c,R_middle_end,R_ring_end,R_index_end,R_thumb_b,R_thumb_a',Tap
5.275139, 0, 1.043944, 13.09741,'RightArm,Spine1,LeftArm,Spine3,HeadCollider,RightAr,LeftForeArm,Spine4,Spine3,RightForeArm,RightHand','L_index_c,L_index_b,L_index_a,L_middle_c,L_middle_b,L_index_meta,L_middle_a,L_Wrist,L_pinky_end,L_thumb_a,L_middle_end,L_middle_end,L_thumb_b,L_ring_b,L_ring_c,L_Palm,L_ring_a,L_pinky_c,L_pinky_a,L_pinky_b,L_index_end,L_pinky_meta,L_thumb_meta,L_ring_meta,L_ring_end,L_middle_meta,L_thumb_end',Tap
1.641466, 1.921977, 0, 0,'RightArm,LeftArm,Spine1,Spine3,HeadCollider,LeftForeArm,LeftAr,Spine4,Spine3','R_ring_c,R_ring_b,R_pinky_a,R_pinky_b,R_pinky_c,R_middle_a,R_middle_b,R_pinky_end,R_middle_c,R_index_c,R_index_b,R_middle_end,R_ring_end,R_index_a,R_pinky_b,R_thumb_end,R_index_end,R_thumb_b,R_ring_a',Tap
7.481096, 1.643689, 0.6596331, 5.886101,'RightArm,Spine1,Spine4,HeadCollider,Spine,Spine4,Spine3,RightForeArm','L_index_c,L_index_b,L_index_a,L_middle_c,L_middle_b,L_index_meta,L_middle_a,L_Wrist,L_pinky_end,L_thumb_a,L_middle_end,L_thumb_b,L_ring_b,L_ring_c,L_Palm,L_ring_a,L_pinky_c,L_pinky_a,L_pinky_b,L_index_end,L_pinky_meta,L_thumb_meta,L_ring_meta,L_index_end,L_ring_end,L_middle_meta,L_thumb_end',Tap
1.719976, 3.01966, 0, 0,'LeftArm,Spine1,Spine4,HeadCollider,Spine,Spine4,Spine3','R_ring_c,R_index_end,R_pinky_a,R_pinky_b,R_pinky_c,R_middle_a,R_middle_b,R_middle_c,R_pinky_end,R_index_c,R_index_b,R_middle_end,R_index_a,R_ring_end,R_index_end,R_thumb_end',Tap
0.05502605, 14.73165, 0, 0,'RightArm,Spine1,LeftArm,HeadCollider,Spine,LeftHand,LeftForeArm,Spine1,Spine4,Spine3,RightForeArm,RightHand','R_ring_c,R_ring_b,R_pinky_a,R_pinky_b,R_pinky_c,R_middle_a,R_middle_b,R_middle_c,R_pinky_end,R_index_c,R_ring_c,R_index_b,R_middle_end,R_ring_end,R_index_a,R_index_end,R_thumb_end,R_thumb_b,R_thumb_a,R_ring_a',Tap
1.128993, 0, 0.7613119, 0,'RightArm,Spine1,Spine3,HeadCollider,Spine,Spine4,Spine3,RightForeArm,RightHand','L_index_c,L_index_b,L_pinky_c,L_index_a,L_middle_c,L_middle_b,L_pinky_a,L_middle_a,L_pinky_b,L_index_end,L_Wrist,L_pinky_meta,L_pinky_end,L_ring_meta,L_ring_end,L_thumb_a,L_middle_end,L_middle_end,L_thumb_b,L_ring_b,L_ring_c,L_thumb_end,L_Palm,L_ring_a',Caress
0.05536008, 14.70089, 0, 0,'RightArm,Spine1,LeftArm,HeadCollider,Spine,LeftForeArm,LeftHand,Spine1,Spine4,Spine3,RightForeArm,RightHand','R_ring_c,R_ring_b,R_pinky_a,R_pinky_b,R_pinky_c,R_middle_a,R_middle_b,R_pinky_end,R_middle_c,R_index_c,R_middle_meta,R_ring_c,R_index_b,R_middle_end,R_ring_end,R_index_a,R_index_end,R_thumb_end,R_thumb_b,R_thumb_a,R_ring_a',Caress
4.482615, 1.697959, 0, 0,'RightArm,Spine3,HeadCollider,RightAr,Spine4,Spine3','L_index_c,L_index_b,L_index_a,L_pinky_c,L_middle_c,L_middle_b,L_pinky_a,L_pinky_b,L_index_end,L_pinky_end,L_index_end,L_ring_end,L_middle_end,L_thumb_b,L_ring_b,L_ring_c,L_thumb_end,L_ring_a',Caress
3.879799, 1.396465, 0, 0,'LeftArm,LeftAr,Spine4,Spine3,LeftArm','R_ring_c,R_ring_b,R_index_c,R_index_b,R_middle_end,R_middle_end,R_ring_end,R_index_end,R_thumb_end,R_middle_c,R_pinky_end',Caress
5.59985, 2.710445, 0.8592437, 7.237986,'RightArm,Spine1,LeftArm,Spine4,HeadCollider,RightAr,LeftForeArm,Spine4,Spine3,RightForeArm,RightHand','L_index_c,L_index_b,L_index_a,L_middle_c,L_index_meta,L_middle_b,L_middle_a,L_Wrist,L_pinky_end,L_thumb_a,L_middle_end,L_thumb_b,L_ring_b,L_Palm,L_ring_c,L_ring_a,L_pinky_c,L_pinky_a,L_pinky_b,L_index_end,L_pinky_meta,L_thumb_meta,L_ring_meta,L_ring_end,L_index_c,L_middle_meta,L_thumb_end',Caress
