0	3757
1	17036
2	2017
3	2018
4	9453
5	2538
6	16681
7	22
8	12915
9	66
10	6172
11	1135
12	1927
13	3255
14	2496
15	39542
16	14
17	197
18	34
19	58161
20	11265
21	34968
22	7610
23	46
24	0
25	182
26	1747
27	2801
28	56
29	0
30	15422
31	36
32	5598
33	8300
34	1102
35	273
36	10762
37	582
38	7022
39	70506
40	38878
41	9881
42	1283
43	9881
44	2868
45	2511
46	22169
47	5439
48	3875
