Type,totalDuration,initialImpactVelocity,meanForce,meanVelocity,frame,timestep,velocity,force,tactileCell,handPart,positionHeadX,positionHeadY,positionTorsoX,positionTorsoY,positionMemberX,positionMemberY
caresse,7,117851,3,413665,0,925083,0,1527623,,,,,,,,,,,,
,,,,4788,27,96262,3,413665,0,2378895,Spine3,L_index_c,,,0,3787389,0,,
,,,,4788,27,96269,0,6603705,0,2378895,RightArm,L_index_c,,,,,0,0701564,0,6199434
,,,,4788,27,96275,0,6603705,0,2378895,Spine4,L_index_c,,,,,0,0,9071444
,,,,4788,27,9628,0,5235146,0,1802798,RightArm,L_ring_end,,,,,0,1640644,0,4769995
,,,,4788,27,96288,0,3765793,0,1497285,RightArm,L_ring_c,,,,,0,161169,0,5469865
,,,,4788,27,96295,0,2659974,0,149535,RightArm,L_middle_c,,,,,0,1075788,0,5534327
,,,,4788,27,96301,0,8695292,0,2833783,RightArm,L_thumb_end,,,,,0,05755435,0,8971699
,,,,4788,27,96309,0,8695292,0,2833783,Spine3,L_thumb_end,,,0,3601453,0,,
,,,,4788,27,96317,0,8695292,0,2833783,Spine4,L_thumb_end,,,,,0,0,8350163
,,,,4788,27,96324,0,7931876,0,260341,RightArm,L_index_end,,,,,0,0720589,0,5184032
,,,,4788,27,9633,0,7931876,0,260341,Spine4,L_index_end,,,,,0,0,9311002
,,,,4788,27,96335,0,7931876,0,260341,Spine3,L_index_end,,,0,3916802,0,,
,,,,4788,27,96342,0,5977282,0,2120809,RightArm,L_index_b,,,,,0,07470574,0,6887907
,,,,4788,27,96347,0,5977282,0,2120809,Spine4,L_index_b,,,,,0,0,8851265
,,,,4788,27,96353,0,5977282,0,2120809,Spine3,L_index_b,,,0,3582775,0,,
,,,,4788,27,96358,0,4927079,0,1737729,RightArm,L_pinky_c,,,,,0,2106552,0,5913867
,,,,4788,27,96364,0,5158509,0,1464579,RightArm,L_index_a,,,,,0,09324876,0,7661002
,,,,4788,27,96371,0,5158509,0,1464579,Spine4,L_index_a,,,,,0,0,8544456
,,,,4788,27,96376,0,5116819,0,1608295,RightArm,L_pinky_end,,,,,0,211975,0,546584
,,,,4788,27,96383,0,7798293,0,2612401,RightArm,L_thumb_b,,,,,0,072526,0,9044365
,,,,4788,27,96391,0,3920489,0,1455763,RightArm,L_middle_end,,,,,0,1097818,0,4633889
,,,,4805,28,04313,0,1441829,0,2684246,RightArm,L_thumb_end,,,,,0,0618768,0,8876443
,,,,4805,28,04324,0,1540314,0,3123697,RightArm,L_index_end,,,,,0,07737619,0,4817238
,,,,4812,28,08577,0,4764186,0,4281714,RightArm,L_index_c,,,,,0,0770667,0,5852527
,,,,4820,28,12367,0,04179579,0,5081972,RightArm,L_index_b,,,,,0,0834178,0,6573117
,,,,4828,28,16111,0,053843,0,544545,RightArm,L_middle_end,,,,,0,119431,0,4283436
,,,,4828,28,16121,0,053843,0,6053699,RightArm,L_middle_c,,,,,0,1172591,0,5176159
,,,,4828,28,16128,0,05599189,0,4871075,RightArm,L_ring_end,,,,,0,1750035,0,4438809
,,,,4828,28,16135,0,05243098,0,5424542,Spine4,L_index_end,,,,,0,0,9456675
,,,,4828,28,16146,0,0541452,0,4890051,RightArm,L_pinky_end,,,,,0,2220974,0,5128356
,,,,4837,28,20306,0,04718598,0,5206987,RightArm,L_index_a,,,,,0,1055762,0,7367144
,,,,4837,28,20315,0,05262098,0,5594805,RightArm,L_ring_c,,,,,0,1740099,0,5108168
,,,,4845,28,24124,0,03807729,0,4885943,RightArm,L_thumb_b,,,,,0,08377454,0,8821988
,,,,4845,28,24137,0,04893399,0,5552895,RightArm,L_pinky_c,,,,,0,2242201,0,5531636
,,,,4845,28,24145,0,04678844,0,620958,RightArm,L_middle_b,,,,,0,1258611,0,5892579
,,,,4861,28,32935,0,04171008,0,6125408,RightArm,L_ring_b,,,,,0,180261,0,5744939
,,,,4868,28,36391,0,03733845,0,6018236,RightArm,L_middle_a,,,,,0,147243,0,6742378
,,,,4868,28,36401,0,03677375,0,5708527,RightArm,L_ring_a,,,,,0,1906777,0,6596282
,,,,4868,28,3641,0,03473092,0,5077738,RightArm,L_thumb_end,,,,,0,07384041,0,8488207
,,,,4876,28,40286,0,05318192,0,6610116,RightArm,L_pinky_b,,,,,0,2390538,0,5926084
,,,,4876,28,40296,0,04611212,0,7963535,Spine4,L_index_c,,,,,0,0,9273418
,,,,4884,28,44175,0,0931491,0,7868183,RightArm,L_index_b,,,,,0,1177822,0,6329534
,,,,4892,28,47988,0,1895033,0,6956739,RightArm,L_index_end,,,,,0,1656267,0,4440239
,,,,4892,28,4801,0,214281,0,6994706,RightArm,L_middle_end,,,,,0,2017039,0,4185891
,,,,4892,28,48016,0,2142808,0,7561925,RightArm,L_middle_c,,,,,0,1996524,0,5034257
,,,,4892,28,48021,0,219167,0,5908502,RightArm,L_ring_end,,,,,0,2568598,0,4329049
,,,,4892,28,48033,0,2240919,0,5870469,RightArm,L_pinky_end,,,,,0,3036787,0,4986733
,,,,4901,28,5231,0,5922662,0,582792,RightArm,L_pinky_a,,,,,0,3364443,0,6746091
,,,,4901,28,5232,0,6000708,0,4972109,RightArm,L_thumb_end,,,,,0,1736766,0,8758501
,,,,4901,28,52332,0,6274024,0,711868,RightArm,L_index_c,,,,,0,1940934,0,5693384
,,,,4901,28,52339,0,6187747,0,6743261,RightArm,L_index_b,,,,,0,1977903,0,6508572
,,,,4901,28,5236,0,586687,0,5822683,RightArm,L_pinky_b,,,,,0,3346341,0,6068088
,,,,4901,28,52373,0,6157168,0,578747,RightArm,L_index_a,,,,,0,2163914,0,739709
,,,,4901,28,52378,0,5792347,0,5788397,RightArm,L_ring_c,,,,,0,2843656,0,511318
,,,,4901,28,52386,0,5988906,0,5343711,RightArm,L_thumb_b,,,,,0,1900161,0,890503
,,,,4901,28,52394,0,5805382,0,5630444,RightArm,L_pinky_c,,,,,0,3331757,0,557301
,,,,4901,28,52401,0,6018623,0,671877,RightArm,L_middle_b,,,,,0,2351836,0,5945625
,,,,4901,28,52407,0,5846397,0,6036927,RightArm,L_ring_b,,,,,0,2861834,0,5850512
,,,,4901,28,52415,0,598106,0,5641519,RightArm,L_middle_a,,,,,0,2500707,0,6888433
,,,,4901,28,52421,0,5924811,0,5512922,RightArm,L_ring_a,,,,,0,2924072,0,674094
,,,,4923,28,64196,0,1229097,0,541286,RightArm,L_index_c,,,,,0,2489137,0,5913957
,,,,4931,28,6796,0,7280441,0,4928877,RightArm,L_index_b,,,,,0,2580674,0,6799708
,,,,4940,28,72334,0,1092897,0,3675905,RightArm,L_middle_end,,,,,0,306548,0,4498946
,,,,4948,28,76251,0,1360247,0,3732093,RightArm,L_index_c,,,,,0,2673761,0,6109033
,,,,4956,28,80054,0,05686016,0,4051274,RightArm,L_thumb_end,,,,,0,257664,0,916423
,,,,4956,28,80064,0,05618974,0,2855114,RightArm,L_index_end,,,,,0,2727543,0,5008921
,,,,4980,28,92237,0,321718,0,2115367,RightArm,L_index_c,,,,,0,2724369,0,6141152
,,,,5006,29,04433,0,4172222,0,2224615,RightArm,L_index_c,,,,,0,2741225,0,6144113
,,,,5020,29,1208,0,1251924,0,5953299,RightArm,L_thumb_end,,,,,0,2745473,0,9161769
,,,,5020,29,12088,0,1278674,0,1019282,RightArm,L_index_end,,,,,0,2889329,0,5080957
,,,,5037,29,20047,0,6526863,0,2033287,RightArm,L_index_c,,,,,0,2925319,0,6202462
,,,,5037,29,20056,0,03409252,0,547364,RightArm,L_thumb_b,,,,,0,2926773,0,9139503
,,,,5054,29,28048,0,02497401,0,4482838,RightArm,L_thumb_a,,,,,0,322113,0,906042
,,,,5054,29,28058,0,02863806,0,5638905,Spine3,L_thumb_end,,,0,1024818,0,,
,,,,5054,29,28075,0,0434589,0,2906564,RightArm,L_ring_end,,,,,0,3837182,0,4712221
,,,,5054,29,28082,0,04346675,0,303999,RightArm,L_ring_c,,,,,0,380841,0,5427206
,,,,5054,29,28091,0,03176926,0,2741728,RightArm,L_middle_end,,,,,0,3291555,0,4562344
,,,,5054,29,28097,0,04282558,0,3120606,RightArm,L_pinky_end,,,,,0,4314563,0,541039
