Type,totalDuration,initialImpactVelocity,meanForce,meanVelocity,frame,timestep,velocity,force,tactileCell,handPart,positionHeadX,positionHeadY,positionTorsoX,positionTorsoY,positionMemberX,positionMemberY
tapotement,2,364865,0,9868264,NaN,0,,,,,,,,,,,,
,,,,1304,9,277303,0,9868264,0,1290801,Spine3,L_ring_end,,,0,09640744,0,,
,,,,1313,9,318467,0,7776611,0,1439453,Spine3,L_middle_end,,,0,1088659,0,,
,,,,1313,9,318548,1,001988,0,1977936,Spine3,L_index_end,,,0,08440379,0,005111943,,
,,,,1313,9,318604,0,7885507,0,1766235,Spine3,L_index_c,,,0,1067219,0,,
,,,,1313,9,318664,0,5803028,0,2062089,Spine3,L_middle_c,,,0,1201573,0,,
,,,,1322,9,361849,0,6009463,0,3461482,Spine3,L_pinky_c,,,0,01660326,0,,
,,,,1322,9,361939,0,6009463,0,3461482,Spine1,L_pinky_c,,,0,4187393,0,,
,,,,1322,9,362006,0,5675609,0,4964824,Spine3,L_middle_b,,,0,1032389,0,,
,,,,1322,9,362062,0,588737,0,3789119,Spine3,L_pinky_b,,,0,01224693,0,,
,,,,1322,9,362134,0,58872,0,4392769,Spine3,L_pinky_a,,,0,0,,
,,,,1322,9,3622,0,5610533,0,4414338,Spine3,L_ring_b,,,0,06459925,0,,
,,,,1322,9,36227,0,6009463,0,3453262,Spine3,L_pinky_end,,,0,0116495,0,,
,,,,1322,9,362336,0,6009463,0,3453262,Spine1,L_pinky_end,,,0,4106104,0,,
,,,,1330,9,400187,0,08779399,0,553142,Spine3,L_pinky_end,,,0,0120518,0,,
,,,,1330,9,400533,0,08744904,0,5497096,Spine3,L_pinky_c,,,0,01732146,0,,
,,,,1330,9,400622,0,03230903,0,5975291,Spine3,L_ring_end,,,0,06696036,0,,
,,,,1330,9,400716,0,1171083,0,6196761,Spine3,L_middle_end,,,0,1041741,0,,
,,,,1338,9,439396,0,04698978,0,9460506,Spine3,L_middle_c,,,0,1177187,0,,
,,,,1344,9,477842,0,01866691,1,03746,Spine3,L_index_end,,,0,08530588,0,004193286,,
,,,,1370,9,59873,0,01759378,0,8051422,Spine3,L_pinky_c,,,0,02028719,0,,
,,,,1387,9,67769,0,04768651,0,4506063,Spine3,L_index_end,,,0,09297063,0,011412,,
,,,,1387,9,677794,0,04768889,0,4890419,Spine3,L_index_c,,,0,1153069,0,,
,,,,1387,9,677855,0,07872602,0,5277927,Spine3,L_middle_c,,,0,127637,0,,
,,,,1394,9,721655,0,04832744,0,2451217,Spine3,L_ring_end,,,0,1893885,0,,
,,,,1394,9,721796,0,1069325,0,2173552,Spine3,L_middle_end,,,0,2262498,0,,
,,,,1394,9,721909,0,0652049,0,197977,Spine3,L_pinky_end,,,0,1371788,0,,
,,,,1402,9,759583,1,2259,0,2888345,Spine3,L_ring_c,,,0,1482259,0,,
,,,,1402,9,75968,1,203063,0,199949,Spine3,L_pinky_c,,,0,09287976,0,,
,,,,1402,9,759756,1,198049,0,2849394,Spine3,L_index_end,,,0,1561722,0,,
,,,,1402,9,759812,1,217818,0,2407279,Spine3,L_ring_b,,,0,1396884,0,,
,,,,1402,9,75988,1,202943,0,1586917,Spine3,L_pinky_b,,,0,08853219,0,,
,,,,1402,9,759943,1,19272,0,3172438,Spine3,L_middle_c,,,0,1893117,0,,
,,,,1402,9,76001,1,228645,0,3813777,Spine3,L_ring_end,,,0,1405889,0,,
,,,,1402,9,760084,1,192718,0,3349711,Spine3,L_middle_end,,,0,1779811,0,,
,,,,1402,9,760146,1,203056,0,2510063,Spine3,L_pinky_end,,,0,08792013,0,,
,,,,1419,9,839992,1,789631,0,1529574,Spine3,L_ring_end,,,0,1699037,0,,
,,,,1493,10,2032,1,087347,0,09490956,Spine3,L_ring_end,,,0,1182832,0,,
,,,,1493,10,2033,1,052841,0,121649,Spine3,L_ring_c,,,0,1112105,0,,
,,,,1493,10,20338,1,015309,0,1325179,Spine3,L_index_end,,,0,1387479,0,,
,,,,1493,10,20343,0,9563203,0,08523794,Spine3,L_pinky_c,,,0,05642209,0,,
,,,,1493,10,2035,0,9880095,0,07570412,Spine3,L_pinky_end,,,0,06019026,0,,
,,,,1493,10,20356,0,9387147,0,06862593,Spine3,L_middle_end,,,0,1558775,0,,
