Type,totalDuration,initialImpactVelocity,meanForce,meanVelocity,frame,timestep,velocity,force,tactileCell,handPart,positionHeadX,positionHeadY,positionTorsoX,positionTorsoY,positionMemberX,positionMemberY
caresse,0,01198578,7,775615,0,8404703,9,256162,,,,,,,,,,,,
,,,,174,3,686935,7,775615,0,5989529,HeadCollider,L_ring_b,0,7101984,0,1794095,,,,
,,,,174,3,69363,7,775606,0,5989529,Spine3,L_ring_b,,,0,0,,
,,,,174,3,69373,7,775606,0,5989529,Spine1,L_ring_b,,,0,4721867,0,,
,,,,174,3,693806,7,775606,0,5989529,RightArm,L_ring_b,,,,,0,1789193,0,9882897
,,,,174,3,69389,7,775606,0,5989529,Spine4,L_ring_b,,,,,0,0,6438755
,,,,174,3,693969,7,775606,0,5989529,RightForeArm,L_ring_b,,,,,0,0,4444712
,,,,174,3,694037,7,099218,0,5369766,Spine1,L_ring_c,,,0,4701354,0,,
,,,,174,3,694108,7,099218,0,5369766,Spine3,L_ring_c,,,0,0,,
,,,,174,3,694186,7,099218,0,5369766,RightArm,L_ring_c,,,,,0,1788625,0,9902356
,,,,174,3,694256,6,242704,0,4450852,Spine3,L_ring_end,,,0,0,,
,,,,174,3,694333,8,609526,0,6777388,HeadCollider,L_pinky_a,0,730144,0,1881972,,,,
,,,,174,3,694396,8,609526,0,6777388,RightArm,L_pinky_a,,,,,0,1687052,0,971545
,,,,174,3,694467,8,609526,0,6777388,Spine4,L_pinky_a,,,,,0,0,6534256
,,,,174,3,694529,8,609526,0,6777388,RightForeArm,L_pinky_a,,,,,0,0,4281638
,,,,174,3,694591,8,609526,0,6777388,Spine3,L_pinky_a,,,0,0,,
,,,,174,3,694652,8,609526,0,6777388,Spine1,L_pinky_a,,,0,4797496,0,,
,,,,174,3,694718,8,697982,0,6849861,HeadCollider,L_pinky_b,0,7181538,0,1850708,,,,
,,,,174,3,694792,8,697982,0,6849861,RightArm,L_pinky_b,,,,,0,1896521,0,978251
,,,,174,3,694854,8,697982,0,6849861,Spine4,L_pinky_b,,,,,0,0,6495455
,,,,174,3,694916,8,697982,0,6849861,RightForeArm,L_pinky_b,,,,,0,0,4341073
,,,,174,3,694978,8,697982,0,6849861,Spine3,L_pinky_b,,,0,0,,
,,,,174,3,695047,8,697982,0,6849861,Spine1,L_pinky_b,,,0,4598235,0,,
,,,,174,3,69511,8,207044,0,6301317,Spine1,L_pinky_c,,,0,4637171,0,,
,,,,174,3,695174,8,207044,0,6301317,Spine3,L_pinky_c,,,0,0,,
,,,,174,3,695237,8,207044,0,6301317,RightArm,L_pinky_c,,,,,0,1836725,0,9810125
,,,,174,3,695302,8,207044,0,6301317,Spine4,L_pinky_c,,,,,0,0,6464071
,,,,174,3,69537,8,207044,0,6301317,RightForeArm,L_pinky_c,,,,,0,0,4367529
,,,,174,3,695435,7,567869,0,5634729,Spine1,L_pinky_end,,,0,4711279,0,,
,,,,174,3,6955,7,567869,0,5634729,Spine3,L_pinky_end,,,0,0,,
,,,,174,3,695563,7,567869,0,5634729,RightArm,L_pinky_end,,,,,0,1754885,0,9793313
,,,,174,3,69564,6,126825,0,4232182,Spine3,L_middle_c,,,0,0,,
,,,,174,3,695704,9,256162,0,8404703,RightArm,L_Palm,,,,,0,07810009,0,9830019
,,,,174,3,69576,9,256162,0,8404703,Spine4,L_Palm,,,,,0,0,6343614
,,,,174,3,695878,9,256162,0,8404703,RightForeArm,L_Palm,,,,,0,0,4397101
,,,,174,3,695943,9,256162,0,8404703,Spine3,L_Palm,,,0,0,,
,,,,174,3,695994,9,256162,0,8404703,Spine1,L_Palm,,,0,549428,0,,
,,,,174,3,696045,9,252181,0,8400518,RightArm,L_Wrist,,,,,0,07814443,0,9830044
,,,,174,3,696097,9,252181,0,8400518,Spine4,L_Wrist,,,,,0,0,6343631
,,,,174,3,696149,9,252181,0,8400518,RightForeArm,L_Wrist,,,,,0,0,4397126
,,,,174,3,6962,9,252181,0,8400518,Spine3,L_Wrist,,,0,0,,
,,,,174,3,696258,9,252181,0,8400518,Spine1,L_Wrist,,,0,5493916,0,,
,,,,174,3,69631,9,360816,0,8059201,RightArm,L_pinky_meta,,,,,0,109122,0,9771996
,,,,174,3,696374,9,360816,0,8059201,Spine4,L_pinky_meta,,,,,0,0,6419276
,,,,174,3,696437,9,360816,0,8059201,RightForeArm,L_pinky_meta,,,,,0,0,4339284
,,,,174,3,69652,9,360816,0,8059201,Spine3,L_pinky_meta,,,0,0,,
,,,,174,3,696585,9,360816,0,8059201,Spine1,L_pinky_meta,,,0,5254102,0,,
,,,,174,3,696649,8,762169,0,7338228,RightArm,L_ring_meta,,,,,0,0896467,0,9786187
,,,,174,3,696719,8,762169,0,7338228,Spine4,L_ring_meta,,,,,0,0,6416031
,,,,174,3,696789,8,762169,0,7338228,RightForeArm,L_ring_meta,,,,,0,0,4360798
,,,,174,3,696871,8,762169,0,7338228,Spine3,L_ring_meta,,,0,0,,
,,,,174,3,696942,8,762169,0,7338228,Spine1,L_ring_meta,,,0,5462533,0,,
,,,,174,3,697011,8,247105,0,6797636,RightArm,L_middle_meta,,,,,0,06675166,0,9820809
,,,,174,3,69707,8,247105,0,6797636,Spine3,L_middle_meta,,,0,0,,
,,,,174,3,697136,8,247105,0,6797636,Spine1,L_middle_meta,,,0,5689442,0,,
,,,,174,3,6972,7,974078,0,6623832,RightArm,L_index_meta,,,,,0,05566961,0,987482
,,,,174,3,697255,7,974078,0,6623832,Spine3,L_index_meta,,,0,0,,
,,,,174,3,697309,7,974078,0,6623832,Spine1,L_index_meta,,,0,5783778,0,,
,,,,174,3,697364,8,123163,0,7039346,RightArm,L_thumb_meta,,,,,0,06149757,0,9952245
,,,,174,3,69745,8,123163,0,7039346,Spine3,L_thumb_meta,,,0,0,,
,,,,174,3,697587,8,123163,0,7039346,Spine1,L_thumb_meta,,,0,5686706,0,,
,,,,174,3,69768,7,580043,0,559875,RightArm,L_ring_a,,,,,0,1457816,0,9766794
,,,,174,3,697757,7,580043,0,559875,Spine4,L_ring_a,,,,,0,0,6514227
,,,,174,3,697827,7,580043,0,559875,Spine3,L_ring_a,,,0,0,,
,,,,174,3,697895,7,580043,0,559875,Spine1,L_ring_a,,,0,5050002,0,,
,,,,174,3,697987,6,773374,0,4545517,RightArm,L_middle_a,,,,,0,1122695,0,9844871
,,,,174,3,698075,6,773374,0,4545517,Spine3,L_middle_a,,,0,0,,
,,,,174,3,698135,6,773374,0,4545517,Spine1,L_middle_a,,,0,5392374,0,,
,,,,174,3,698218,6,813107,0,4848929,RightArm,L_middle_b,,,,,0,1443173,0,9961913
,,,,174,3,698296,6,813107,0,4848929,Spine4,L_middle_b,,,,,0,0,6391069
,,,,174,3,698385,6,813107,0,4848929,Spine3,L_middle_b,,,0,0,,
